id	chr	start	end	tss
ANKRD13B	17	29589769	29614761	29589769
ANKRD13C	1	70258999	70354734	70354734
ANKRD13D	11	67289300	67302485	67289303
ANKRD16	10	5861616	5889906	5889906
ANKRD17	4	73073376	73258798	73258798
ANKRD18A	9	38571358	38620596	38620596
ANKRD18B	9	33524394	33573009	33524394
ANKRD2	10	97572499	97583884	97572499
ANKRD20A1	9	67832765	67920552	67832765
ANKRD20A2P	9	40223285	40266845	40223285
ANKRD20A3P	9	66106815	66179474	66179474
ANKRD20A4P	9	64369394	64413142	64369394
ANKRD22	10	88819896	88851844	88851844
ANKRD23	2	96824526	96857934	96857934
ANKRD24	19	4183354	4224814	4183354
ANKRD26	10	26973793	27100494	27100494
ANKRD27	19	32597006	32676597	32676597
ANKRD28	3	15667236	15859771	15859771
ANKRD29	18	23598926	23662911	23662911
ANKRD30A	10	37125725	37384111	37125725
ANKRD30B	18	14728272	14854038	14728272
ANKRD30BL	2	132147591	132257969	132257969
ANKRD31	5	75068275	75236911	75236911
ANKRD33	12	51888009	51891727	51888009
ANKRD33B	5	10564070	10657816	10564070
ANKRD34A	1	145959441	145964575	145964575
ANKRD34B	5	80556755	80570280	80570280
ANKRD34C	15	79293285	79298235	79293285
ANKRD35	1	145866560	145885866	145885866
ANKRD36	2	97113153	97264521	97113153
ANKRD36B	2	97492663	97589965	97589965
ANKRD36C	2	95836919	95991831	95991831
ANKRD37	4	185396021	185400628	185396021
ANKRD39	2	96836611	96858016	96858016
ANKRD40	17	50693198	50707914	50707914
ANKRD40CL	17	50761029	50767557	50767557
ANKRD42	11	83193712	83260694	83193712
ANKRD44	2	196967017	197311173	197311173
ANKRD45	1	173608336	173669851	173669851
ANKRD46	8	100509752	100559784	100559784
ANKRD49	11	94493979	94499578	94493979
ANKRD50	4	124664048	124712732	124712732
ANKRD52	12	56237807	56258384	56258384
ANKRD53	2	70978380	70985499	70978380
ANKRD54	22	37830855	37849327	37849327
ANKRD55	5	56099680	56233330	56233330
ANKRD6	6	89433152	89633834	89433152
ANKRD60	20	58218495	58228653	58228653
ANKRD61	7	6031376	6036552	6031376
ANKRD62	18	12093843	12129764	12093843
ANKRD63	15	40281444	40282586	40282586
ANKRD65	1	1418420	1421769	1421769
ANKRD66	6	46746917	46759506	46746917
ANKRD7	7	118214669	118496171	118214669
ANKRD9	14	102501767	102509799	102509799
ANKS1A	6	34889255	35091406	34889255
ANKS1B	12	98726457	99984654	99984654
ANKS3	16	4696510	4734378	4734378
ANKS4B	16	21233699	21253850	21233699
ANKS6	9	98731329	98796965	98796965
ANKUB1	3	149761100	149968385	149968385
ANKZF1	2	219229783	219236679	219229783
ANLN	7	36389821	36453791	36389821
ANO1	11	70078302	70189528	70078302
ANO10	3	43354859	43691594	43691594
ANO2	12	5531869	5946232	5946232
ANO3	11	26188842	26663289	26188842
ANO4	12	100717526	101128641	100717526
ANO5	11	21799934	22283357	21799934
ANO6	12	45215987	45440404	45215987
ANO7	2	241188509	241225377	241188509
ANO8	19	17323223	17334855	17334855
ANO9	11	417933	442011	442011
ANOS1	X	8528874	8732137	8732137
ANP32A	15	68778535	68820897	68820895
ANP32B	9	97983341	98015943	97983341
ANP32D	12	48472559	48473622	48472559
ANP32E	1	150218417	150236156	150236156
ANPEP	15	89784895	89815401	89815401
ANTKMT	16	720581	722590	721097
ANTXR1	2	69013178	69249327	69013178
ANTXR2	4	79901146	80125454	80125454
ANTXRL	10	46286345	46330207	46286345
ANXA1	9	73151865	73170393	73151865
ANXA10	4	168092537	168187736	168092537
ANXA11	10	80150889	80205572	80205572
ANXA13	8	123680794	123737402	123737402
ANXA2	15	60347134	60402883	60402883
ANXA2R	5	43039081	43043170	43043170
ANXA3	4	78551747	78610451	78551747
ANXA4	2	69644425	69827112	69644425
ANXA5	4	121667946	121696995	121696992
ANXA6	5	151100706	151157785	151157779
ANXA7	10	73375101	73414076	73414076
ANXA8	10	47460162	47484158	47484158
ANXA8L1	10	46375627	46391784	46375627
ANXA9	1	150982249	150995634	150982249
AOAH	7	36512941	36724549	36724549
AOC1	7	150824627	150861504	150824627
AOC2	17	42844580	42850707	42844580
AOC3	17	42851184	42858130	42851184
AOPEP	9	94726701	95087218	94726701
AOX1	2	200586014	200677064	200586014
AP1AR	4	112231740	112273110	112231787
AP1B1	22	29327680	29423179	29423179
AP1G1	16	71729000	71809201	71809201
AP1G2	14	23559565	23568070	23568070
AP1M1	19	16197854	16245906	16197854
AP1M2	19	10572671	10587315	10587315
AP1S1	7	101154456	101161596	101154456
AP1S2	X	15825806	15854931	15854931
AP1S3	2	223751686	223838027	223838027
AP2A1	19	49767001	49807114	49767001
AP2A2	11	924894	1012245	924894
AP2B1	17	35578046	35726413	35578046
AP2M1	3	184174689	184184091	184174689
AP2S1	19	46838136	46850846	46850846
AP3B1	5	78002326	78294698	78294698
AP3B2	15	82659281	82709946	82709946
AP3D1	19	2100988	2164468	2164468
AP3M1	10	74120255	74151063	74151063
AP3M2	8	42152946	42171673	42152946
AP3S1	5	115841592	115914081	115841592
AP3S2	15	89830599	89894638	89894638
AP4B1	1	113894194	113905201	113905201
AP4E1	15	50908672	51005895	50908672
AP4M1	7	100101549	100110345	100101549
AP4S1	14	31025106	31130996	31025106
AP5B1	11	65773898	65780976	65780976
AP5M1	14	57268924	57298742	57268940
AP5S1	20	3820524	3828838	3820524
AP5Z1	7	4775615	4794397	4775615
APAF1	12	98645290	98735433	98645290
APBA1	9	69427532	69672371	69672371
APBA2	15	28884483	29118315	28884483
APBA3	19	3750772	3761692	3761692
APBB1	11	6395124	6419414	6419414
APBB1IP	10	26438341	26567803	26438341
APBB2	4	40810027	41216714	41216714
APBB3	5	140558268	140564781	140564781
APC	5	112707498	112846239	112707498
APC2	19	1446302	1473244	1446302
APCDD1	18	10454635	10489949	10454635
APCDD1L	20	58459101	58515399	58515399
APCS	1	159587826	159588865	159587826
APEH	3	49674014	49683971	49674014
APELA	4	164877178	164898965	164877178
APEX1	14	20455191	20457772	20455191
APEX2	X	55000363	55009057	55000363
APH1A	1	150265399	150269580	150269580
APH1B	15	63276018	63309126	63276018
API5	11	43311963	43344529	43311963
APIP	11	34853094	34916379	34916379
APLF	2	68467572	68655862	68467572
APLN	X	129645259	129654956	129654956
APLNR	11	57233577	57237235	57237235
APLP1	19	35867899	35879792	35867899
APLP2	11	130068147	130144811	130068147
APMAP	20	24962925	24992751	24992751
APOA1	11	116835751	116837622	116837622
APOA2	1	161222292	161223631	161223631
APOA4	11	116820700	116823304	116823304
APOA5	11	116789367	116792420	116792420
APOB	2	21001429	21044073	21044073
APOBEC1	12	7649400	7665908	7665908
APOBEC2	6	41053304	41064511	41053304
APOBEC3A	22	38952741	38992778	38952741
APOBEC3B	22	38982347	38992804	38982347
APOBEC3C	22	39014257	39020352	39014257
APOBEC3D	22	39021113	39033277	39021113
APOBEC3F	22	39040604	39055972	39040604
APOBEC3G	22	39077067	39087743	39077084
APOBEC3H	22	39097224	39104067	39097224
APOBEC4	1	183646275	183653316	183653316
APOBR	16	28494643	28498970	28494643
APOC1	19	44914247	44919349	44914247
APOC2	19	44946035	44949565	44946035
APOC3	11	116829706	116833072	116829706
APOC4	19	44942237	44945496	44942237
APOC4-APOC2	19	44942238	44949565	44942238
APOD	3	195568705	195584033	195583954
APOE	19	44905791	44909393	44905791
APOF	12	56360568	56362857	56362857
APOH	17	66212033	66256525	66256525
APOL1	22	36253071	36267530	36253071
APOL2	22	36226209	36239954	36239954
APOL3	22	36140330	36166177	36166177
APOL4	22	36189124	36204840	36204840
APOL5	22	35717872	35729483	35717872
APOL6	22	35648446	35668404	35648446
APOLD1	12	12725917	12829975	12725917
APOM	6	31652416	31658210	31652416
APOO	X	23833353	23907938	23907938
APOOL	X	85003877	85093316	85003877
APP	21	25880550	26171128	26171128
APPBP2	17	60443158	60526242	60526242
APPL1	3	57227726	57278105	57227726
APPL2	12	105173297	105236203	105236203
APRT	16	88809339	88811937	88811937
APTX	9	32886601	33025130	33025130
AQP1	7	30911853	30925517	30911853
AQP10	1	154321090	154325325	154321090
AQP11	11	77589391	77610356	77589391
AQP12A	2	240691851	240698483	240691851
AQP12B	2	240676418	240682906	240682906
AQP2	12	49950737	49958878	49950737
AQP3	9	33441156	33447596	33447596
AQP4	18	26852043	26865771	26865771
AQP5	12	49961872	49965682	49961872
AQP6	12	49967194	49977139	49967239
AQP7	9	33383179	33402682	33402682
AQP8	16	25215731	25228932	25215731
AQP9	15	58138169	58185911	58138169
AQR	15	34851782	34969742	34969742
AR	X	67544021	67730619	67544021
ARAF	X	47561100	47571920	47561100
ARAP1	11	72685069	72793599	72793599
ARAP2	4	35948221	36244514	36244514
ARAP3	5	141653401	141682230	141682230
ARC	8	142611049	142614479	142614479
ARCN1	11	118572390	118603033	118572390
AREG	4	74445136	74455005	74445136
AREL1	14	74653437	74713108	74713108
ARF1	1	228082660	228099212	228082660
ARF3	12	48935723	48957487	48957487
ARF4	3	57571363	57598220	57598220
ARF5	7	127588386	127591700	127588403
ARF6	14	49893082	49897054	49893082
ARFGAP1	20	63272785	63289790	63272785
ARFGAP2	11	47164299	47177125	47177125
ARFGAP3	22	42796502	42858106	42858106
ARFGEF1	8	67173511	67343781	67343781
ARFGEF2	20	48921711	49036693	48921711
ARFGEF3	6	138161939	138344663	138161939
ARFIP1	4	152779937	152918463	152779937
ARFIP2	11	6474683	6481479	6481479
ARFRP1	20	63698642	63708025	63708025
ARG1	6	131470832	131584332	131470871
ARG2	14	67619920	67651708	67619920
ARGFX	3	121567949	121590622	121567949
ARGLU1	13	106541673	106568137	106568137
ARHGAP1	11	46677080	46700619	46700619
ARHGAP10	4	147732063	148072776	147732088
ARHGAP11A	15	32615144	32639941	32615144
ARHGAP11B	15	30624494	30649529	30624494
ARHGAP12	10	31805398	31928876	31928876
ARHGAP15	2	143091362	143768352	143091362
ARHGAP17	16	24919389	25015666	25015666
ARHGAP18	6	129576132	129710177	129710177
ARHGAP19	10	97222173	97292673	97292673
ARHGAP19-SLIT1	10	97153045	97292637	97292637
ARHGAP20	11	110577042	110713189	110713189
ARHGAP21	10	24583609	24723887	24723887
ARHGAP22	10	48446036	48656265	48656265
ARHGAP23	17	38419280	38512385	38419280
ARHGAP24	4	85475150	86002668	85475150
ARHGAP25	2	68679601	68826833	68679601
ARHGAP26	5	142770377	143229011	142770377
ARHGAP27	17	45393902	45434421	45434421
ARHGAP28	18	6729716	6915716	6729716
ARHGAP29	1	94148988	94275068	94275068
ARHGAP30	1	161046946	161069970	161069970
ARHGAP31	3	119294383	119420714	119294383
ARHGAP32	11	128965060	129279324	129279324
ARHGAP33	19	35774532	35788822	35774532
ARHGAP35	19	46860997	47005077	46860997
ARHGAP36	X	131058346	131089885	131058346
ARHGAP39	8	144529179	144605816	144605816
ARHGAP4	X	153907367	153934999	153928419
ARHGAP40	20	38601934	38651035	38601934
ARHGAP42	11	100687288	100993941	100687288
ARHGAP44	17	12789498	12991643	12789498
ARHGAP45	19	1065923	1086628	1065923
ARHGAP5	14	32076114	32159728	32076114
ARHGAP6	X	11117651	11665920	11665920
ARHGAP8	22	44752558	44862788	44752558
ARHGAP9	12	57472264	57488814	57488814
ARHGDIA	17	81867721	81871378	81871376
ARHGDIB	12	14942031	14961728	14961728
ARHGDIG	16	280450	283010	280450
ARHGEF1	19	41883173	41930150	41883184
ARHGEF10	8	1823926	1958641	1823926
ARHGEF10L	1	17539698	17697874	17539698
ARHGEF11	1	156934840	157045742	157045742
ARHGEF12	11	120336413	120489937	120336413
ARHGEF15	17	8310241	8322514	8310241
ARHGEF16	1	3454665	3481113	3454665
ARHGEF17	11	73308276	73369388	73308276
ARHGEF18	19	7395113	7472484	7395113
ARHGEF19	1	16197854	16212652	16212652
ARHGEF2	1	155946851	156007070	156007070
ARHGEF25	12	57610180	57617245	57610180
ARHGEF26	3	154121003	154257827	154121003
ARHGEF28	5	73626158	73941993	73626158
ARHGEF3	3	56727418	57079329	57079329
ARHGEF33	2	38889841	38975449	38889841
ARHGEF35	7	144186083	144195833	144195833
ARHGEF37	5	149551947	149634968	149551947
ARHGEF38	4	105552620	105708093	105552620
ARHGEF39	9	35658875	35675866	35675866
ARHGEF4	2	130836914	131047263	130836914
ARHGEF40	14	21070273	21090248	21070273
ARHGEF5	7	144355288	144380632	144355288
ARHGEF6	X	136665547	136780932	136780932
ARHGEF7	13	111114559	111305737	111114559
ARHGEF9	X	63634967	63809274	63809274
ARID1A	1	26693236	26782104	26693236
ARID1B	6	156776020	157210779	156776020
ARID2	12	45729706	45908040	45729706
ARID3A	19	925781	975939	925781
ARID3B	15	74541177	74598131	74541177
ARID3C	9	34621379	34628086	34628086
ARID4A	14	58298504	58373887	58298504
ARID4B	1	235131634	235328219	235328219
ARID5A	2	96536743	96552634	96536752
ARID5B	10	61901684	62096944	61901684
ARIH1	15	72474330	72602987	72474330
ARIH2	3	48918821	48986382	48918821
ARL1	12	101393116	101407772	101407772
ARL10	5	176365487	176401865	176365487
ARL11	13	49628507	49633872	49628507
ARL13A	X	100969708	100990831	100969708
ARL13B	3	93980139	94055678	93980139
ARL14	3	160677160	160678448	160677160
ARL14EP	11	30323104	30338223	30323104
ARL14EPL	5	116032324	116060118	116032324
ARL15	5	53883942	54310582	54310582
ARL16	17	81681174	81683924	81683924
ARL17A	17	46516702	46579691	46579691
ARL17B	17	46274784	46361797	46361797
ARL2	11	65014160	65022184	65014160
ARL2-SNX15	11	65014182	65040570	65014182
ARL2BP	16	57245259	57253635	57245259
ARL3	10	102673731	102714397	102714397
ARL4A	7	12686856	12690958	12686856
ARL4C	2	234493041	234497081	234497081
ARL4D	17	43398993	43401137	43398993
ARL5A	2	151788984	151828492	151828492
ARL5B	10	18659431	18681639	18659431
ARL5C	17	39156894	39167484	39167065
ARL6	3	97764521	97801229	97764521
ARL6IP1	16	18791669	18801572	18801553
ARL6IP4	12	122980060	122982913	122980060
ARL6IP5	3	69084937	69106092	69084937
ARL6IP6	2	152717893	152762396	152717893
ARL8A	1	202133404	202144743	202144743
ARL8B	3	5122249	5180911	5122249
ARL9	4	56505209	56524959	56505209
ARMC1	8	65602458	65634217	65634217
ARMC10	7	103074881	103099759	103074881
ARMC12	6	35737032	35749079	35737032
ARMC2	6	108848416	108974476	108848416
ARMC3	10	22928024	23038523	22928024
ARMC4	10	27775186	27999079	27999079
ARMC5	16	31458080	31467166	31458080
ARMC6	19	19033575	19060311	19033575
ARMC7	17	75109952	75130272	75109952
ARMC8	3	138187248	138298384	138187248
ARMC9	2	231198546	231376848	231198546
ARMCX1	X	101550547	101554700	101550547
ARMCX2	X	101655281	101659850	101659850
ARMCX3	X	101622797	101627843	101622797
ARMCX4	X	101418287	101533459	101418287
ARMCX5	X	102599168	102604159	102599168
ARMCX6	X	101615118	101618001	101618001
ARMH1	1	44674692	44725591	44674713
ARMH2	6	24797335	24798917	24798917
ARMH3	10	101845599	102056193	102056193
ARMH4	14	57999735	58298139	58298139
ARMS2	10	122454653	122457352	122454653
ARMT1	6	151452258	151470101	151452258
ARNT	1	150809713	150876708	150876708
ARNT2	15	80404350	80597933	80404382
ARNTL	11	13276652	13387266	13276652
ARNTL2	12	27332854	27425289	27332854
ARPC1A	7	99325898	99366262	99325898
ARPC1B	7	99374249	99394816	99374249
ARPC2	2	218217141	218254356	218217141
ARPC3	12	110434823	110450422	110450337
ARPC4	3	9792495	9807726	9792495
ARPC4-TTLL3	3	9793082	9835401	9793082
ARPC5	1	183620846	183635783	183635783
ARPC5L	9	124862130	124877733	124862130
ARPIN	15	89895006	89912952	89912952
ARPIN-AP3S2	15	89834308	89912882	89912882
ARPP19	15	52547045	52569883	52569883
ARPP21	3	35638945	35794496	35638945
ARR3	X	70268305	70281840	70268305
ARRB1	11	75260122	75351705	75351705
ARRB2	17	4710596	4721499	4710596
ARRDC1	9	137605685	137615360	137605685
ARRDC2	19	18001132	18014102	18001132
ARRDC3	5	91368631	91383317	91383317
ARRDC4	15	97960703	97973833	97960703
ARRDC5	19	4890437	4902896	4902896
ARSA	22	50622754	50628173	50628173
ARSB	5	78777209	78986087	78986087
ARSD	X	2903972	2929349	2929349
ARSF	X	3041471	3112727	3041471
ARSG	17	68259182	68422731	68259182
ARSH	X	3006546	3034111	3006546
ARSI	5	150296343	150339307	150339307
ARSJ	4	113900284	113979727	113979727
ARSK	5	95555101	95605102	95555101
ARSL	X	2934521	2968475	2968475
ART1	11	3645128	3664416	3645128
ART3	4	76011184	76112802	76011184
ART4	12	14825569	14843526	14843526
ART5	11	3638512	3642316	3642316
ARTN	1	43933320	43937240	43933320
ARV1	1	230978981	231000733	230978981
ARVCF	22	19969896	20016823	20016823
ARX	X	25003694	25016420	25016420
AS3MT	10	102869470	102901899	102869470
ASAH1	8	18055992	18084998	18084998
ASAH2	10	50182778	50279720	50279720
ASAH2B	10	50739318	50816495	50739318
ASAP1	8	130052104	130443674	130443674
ASAP2	2	9206765	9405683	9206765
ASAP3	1	23428563	23484568	23484568
ASB1	2	238426742	238452250	238426742
ASB10	7	151175698	151187832	151187832
ASB11	X	15281697	15315640	15315640
ASB12	X	64224194	64230607	64230607
ASB13	10	5638867	5666595	5666595
ASB14	3	57268342	57292685	57292685
ASB15	7	123567010	123639481	123567010
ASB16	17	44170447	44179084	44170447
ASB17	1	75918873	75932404	75932404
ASB18	2	236194872	236264409	236264409
ASB2	14	93934166	93976739	93976739
ASB3	2	53532672	53860160	53860160
ASB4	7	95478444	95540233	95478444
ASB5	4	176213673	176277571	176277571
ASB6	9	129634604	129642169	129642169
ASB7	15	100602589	100651701	100602589
ASB8	12	48147789	48181213	48181213
ASB9	X	15235288	15270467	15270467
ASCC1	10	72096032	72217134	72217134
ASCC2	22	29788609	29838304	29838304
ASCC3	6	100508194	100881372	100881372
ASCL1	12	102957674	102960513	102957674
ASCL2	11	2268495	2270952	2270952
ASCL3	11	8937579	8938211	8938211
ASCL4	12	107774385	107776644	107774385
ASCL5	1	201113953	201127184	201127184
ASDURF	2	189661452	189666437	189661452
ASF1A	6	118894152	118909171	118894152
ASF1B	19	14119512	14136613	14136613
ASGR1	17	7173431	7179564	7179564
ASGR2	17	7101322	7115700	7115700
ASH1L	1	155335268	155562807	155562807
ASH2L	8	38105493	38144076	38105493
ASIC1	12	50057548	50083611	50057548
ASIC2	17	33013087	34174964	34174964
ASIC3	7	151048292	151052756	151048292
ASIC4	2	219514170	219538772	219514330
ASIC5	4	155829729	155866277	155866277
ASIP	20	34194569	34269344	34194569
ASL	7	66075800	66094697	66075819
ASMT	X	1615059	1643081	1615059
ASMTL	X	1403139	1453762	1453762
ASNS	7	97851677	97872542	97872542
ASNSD1	2	189661385	189670831	189661385
ASPA	17	3472374	3503405	3472374
ASPDH	19	50511600	50514690	50514690
ASPG	14	104085686	104115582	104085691
ASPH	8	61500556	61714640	61714640
ASPHD1	16	29900375	29919864	29900375
ASPHD2	22	26429260	26445015	26429260
ASPM	1	197084127	197146694	197146694
ASPN	9	92456205	92482506	92482506
ASPRV1	2	69960089	69962265	69962265
ASPSCR1	17	81976807	82017406	81976807
ASRGL1	11	62337448	62393412	62337448
ASS1	9	130444961	130501274	130444961
ASTE1	3	131013875	131027649	131027649
ASTL	2	96123850	96138436	96138436
ASTN1	1	176857302	177164973	177164973
ASTN2	9	116425225	117415070	117415070
ASXL1	20	32358330	32439319	32358330
ASXL2	2	25733753	25878487	25878487
ASXL3	18	33578219	33751195	33578219
ASZ1	7	117363222	117428123	117428123
ATAD1	10	87751512	87841343	87841343
ATAD2	8	123319850	123416350	123416350
ATAD2B	2	23748664	23927123	23927123
ATAD3A	1	1512162	1534685	1512162
ATAD3B	1	1471765	1497848	1471765
ATAD3C	1	1449689	1470163	1449689
ATAD5	17	30831966	30895869	30831966
ATAT1	6	30626842	30646823	30626842
ATCAY	19	3879864	3928082	3879864
ATE1	10	121740421	121928801	121928801
ATF1	12	50763710	50821162	50763710
ATF2	2	175072250	175168382	175168382
ATF3	1	212565334	212620777	212565334
ATF4	22	39519672	39522683	39519672
ATF5	19	49928702	49933935	49928702
ATF6	1	161766320	161964070	161766320
ATF6B	6	32115264	32128253	32128253
ATF7	12	53507856	53626410	53626410
ATF7IP	12	14365632	14502935	14365632
ATF7IP2	16	10326434	10483638	10326434
ATG10	5	81972023	82276857	81972023
ATG101	12	52069246	52077494	52069246
ATG12	5	115828200	115841837	115841837
ATG13	11	46617527	46674818	46617527
ATG14	14	55366391	55411830	55411830
ATG16L1	2	233210051	233295674	233210051
ATG16L2	11	72814406	72843674	72814406
ATG2A	11	64894546	64917211	64917211
ATG2B	14	96279195	96363341	96363341
ATG3	3	112532510	112562046	112562046
ATG4A	X	108091668	108154671	108091668
ATG4B	2	241637213	241673857	241637213
ATG4C	1	62784132	62865516	62784132
ATG4D	19	10543895	10553418	10543895
ATG5	6	106045423	106325791	106325791
ATG7	3	11272309	11557665	11272309
ATG9A	2	219219380	219229717	219229717
ATG9B	7	151012209	151024499	151024499
ATIC	2	215311956	215349773	215311956
ATL1	14	50532509	50634017	50532509
ATL2	2	38293954	38377285	38377285
ATL3	11	63624087	63671921	63671921
ATM	11	108222832	108369102	108222832
ATMIN	16	81035842	81047350	81035842
ATN1	12	6924463	6942321	6924463
ATOH1	4	93828753	93830964	93828753
ATOH7	10	68230595	68232113	68232113
ATOH8	2	85751344	85791383	85751344
ATOX1	5	151742316	151772532	151772532
ATP10A	15	25677271	25865184	25865184
ATP10B	5	160563120	160852214	160852214
ATP10D	4	47485275	47593486	47485275
ATP11A	13	112690329	112887168	112690329
